Latitude,Longitude,name,description
48.851674,2.3779,"Space Invader PA_0133, 7 passage de la Main d'Or",
48.860367,2.333511,"Space Invader PA_0135, entrÃ©e sud du Carrousel",
48.857374,2.347233,"Space Invader PA_0143, place du ChÃ¢telet",
48.860122,2.3507,"Space Invader PA_0144, face au 49 rue Saint-Merri",
48.8593,2.353009,"Space Invader PA_0145, 9 rue Saint-Merri",
48.834234,2.355438,"Space Invader PA_0146, 2 rue VÃ©ronÃ¨se",
48.842848,2.365852,"Space Invader PA_0147, gare d'Austerlitz",
48.85593,2.35063,"Space Invader PA_0148, sur le pont d'Arcole",
48.854717,2.362911,"Space Invader PA_0149, 1 rue de Turenne",
48.84745,2.34358,"Space Invader PA_0150, angle de la Sorbonne",
48.843051,2.346784,"Space Invader PA_0151, 28 rue Lhomond",
48.86619,2.323337,"Space Invader PA_0152, place de la Concorde",
48.841734,2.400953,"Space Invader PA_0154, mÃ©tro de Bel-Air",
48.851375,2.348257,"Space Invader PA_0155, 16 rue des Trois Portes",
48.85991,2.354299,"Space Invader PA_0156, 2 rue Simon le Franc",
48.846242,2.348976,"Space Invader PA_0157, 10 rue Clovis",
48.8607,2.363722,"Space Invader PA_0158, 7 rue Debelleyme.",
48.876025,2.351035,"Space Invader PA_0159, 69 rue d'Hauteville",
48.885374,2.340677,"Space Invader PA_0160, 16 rue AndrÃ© Barsacq",
48.884163,2.339665,"Space Invader PA_0161, 17 rue Yvonne Le Tac",
48.884617,2.370559,"Space Invader PA_0162, 8 quai de la Seine",
48.84691,2.34355,"Space Invader PA_0163, 133 rue Saint-Jacques",
48.887647,2.340567,"Space Invader PA_0165, 5 rue Cortot",
48.885298,2.38531,"Space Invader PA_0166, face au 21 rue Georges Auric",
48.865523,2.336674,"Space Invader PA_0167 & PA_0168, 37 rue Richelieu",
48.886355,2.341469,"Space Invader PA_0169, 2 rue du Mont Cenis",
48.89119,2.3318,"Space Invader PA_0172, 21 rue Carpeaux",
48.851599,2.373552,"Space Invader PA_0175, 18 passage du Chantier",
48.849961,2.33077,"Space Invader PA_0176, 12 rue Cassette",
48.865373,2.33081,"Space Invader PA_0177, 12 rue du 29 Juillet",
48.874702,2.305926,"Space Invader PA_0178, 165 rue du Faubourg Saint-HonorÃ©",
48.82725,2.50721,"Space Invader PA_0179, entrÃ©e du tunnel de Champigny",
48.851063,2.331925,"Space Invader PA_0180, 14 rue Madame",
48.850645,2.331768,"Space Invader PA_0181, 20-24 rue Madame",
48.850962,2.331918,"Space Invader PA_0182, 18 rue Madame",
48.85035,2.331885,"Space Invader PA_0183, 19 rue de MÃ©ziÃ¨res",
48.852326,2.341737,"Space Invader PA_0184, 2 rue Mignon",
48.872642,2.33117,"Space Invader PA_0185, 8 rue Scribe",
48.846366,2.354711,"Space Invader PA_0187, fontaine Jussieu",
48.85788,2.36018,"Space Invader PA_0188, 39 rue des Francs-Bourgeois",
48.860515,2.354532,"Space Invader PA_0189, 3 rue Geoffroy Langevin",
48.860208,2.403704,"Space Invader PA_0190, 1 rue Stendhal",
48.86068,2.402905,"Space Invader PA_0191, 21 chemin du Parc de Charonne",réactivé !!
48.860974,2.404965,"Space Invader PA_0192 & PA_0785, face au 130 rue de Bagnolet",
48.865294,2.356472,"Space Invader PA_0193, 29 rue de RÃ©aumur",
48.859993,2.377448,"Space Invader PA_0194, 61 rue du Chemin Vert",
48.900821,2.344819,"Space Invader PA_0195, avenue de la porte Clignancourt",
48.883703,2.368895,"Space Invader PA_0196, place de la Bataille de Stalingrad",
48.886559,2.33238,"Space Invader PA_0197, cimetiÃ¨re de Montmartre",
48.874305,2.372611,"Space Invader PA_0198, 27 rue Sainte-Marthe",
48.844506,2.37238,"Space Invader PA_0200, face au 194 rue de Bercy",
48.87801,2.37682,"Space Invader PA_0201, 19 rue Georges Lardennois",
48.889956,2.395975,"Space Invader PA_0204, place de la porte de Pantin",
48.877977,2.351648,"Space Invader PA_0205, parvis de Saint-Vincent-de-Paul",
48.883508,2.327428,"Space Invader PA_0206, place de Clichy",
48.887721,2.332576,"Space Invader PA_0207, 7 rue DamrÃ©mont",
48.837428,2.331491,"Space Invader PA_0208, mÃ©tro Raspail",
48.833351,2.379387,"Space Invader PA_0209, sur la coque du Batofar",
48.885295,2.359571,"Space Invader PA_0210, 6 rue Marx Dormoy",
48.852441,2.371607,"Space Invader PA_0211, 30 rue du Faubourg Saint-Antoine",
48.85705,2.39305,"Space Invader PA_0212, 123 boulevard de Charonne",
48.842099,2.349683,"Space Invader PA_0213, 84 rue Mouffetard",
48.842592,2.386157,"Space Invader PA_0215 & PA_1056, 0 rue Montgallet",
48.821572,2.342467,"Space Invader PA_0216, 67 rue de l'Amiral Mouchez",
48.84423,2.37204,"Space Invader PA_0218, Tunnel Van-Gogh",
48.81957,2.37367,"Space Invader PA_0219, face au 8 rue AndrÃ© Voguet",
48.837396,2.373523,"Space Invader PA_0220, mÃ©tro Quai de la Gare",
48.873796,2.382938,"Space Invader PA_0221, 91 rue Rebeval",
48.871109,2.374427,"Space Invader PA_0222, 94 rue du Faubourg du Temple",
48.848217,2.376069,"Space Invader PA_0223, 20 rue Abel",
48.819874,2.373607,"Space Invader PA_0224, sur les panneaux d'information du pÃ©riph'",
48.819453,2.373015,"Space Invader PA_0225, sur le pont du periph' porte d'Ivry",
48.876749,2.351173,"Space Invader PA_0226, 83 rue d'Hauteville",
48.88991,2.38295,"Space Invader PA_0228, pont de la rue de l'Ourcq",
48.851027,2.339681,"Space Invader PA_0229, rue Antoine Dubois",
48.864322,2.349905,"Space Invader PA_0231, 1 rue Tiquetonne",
48.864543,2.347672,"Space Invader PA_0232, 11 rue FranÃ§aise",
48.844456,2.276331,"Space Invader PA_0233, 1 rue des CÃ©vennes",
48.87095,2.29964,"Space Invader PA_0236, 16 rue Magellan",
48.873433,2.297074,"Space Invader PA_0237, 156 avenue des Champs Ã‰lysÃ©es",
48.866054,2.307521,"Space Invader PA_0238, 8 rue FranÃ§ois 1er",
48.845741,2.373868,"Space Invader PA_0240, face au 23 boulevard Diderot",
48.841006,2.400885,"Space Invader PA_0241, mÃ©tro Bel-Air face sud",
48.844487,2.406932,"Space Invader PA_0242, 94-100 avenue Saint-MandÃ©",
48.846819,2.375117,"Space Invader PA_0243, 8bis rue Abel",
48.864602,2.371976,"Space Invader PA_0245, 47 rue Oberkampf",
48.833349,2.289533,"Space Invader PA_0247, 1 rue Firmin Gillot",
48.868299,2.374516,"Space Invader PA_0248, 64 rue de la Fontaine au Roi",
48.868861,2.367355,"Space Invader PA_0250, entrÃ©e du mini-square de Jemmapes",
48.860668,2.348006,"Space Invader PA_0251, Ã  l'ouest de la fontaine des Innocents",
48.864059,2.301387,"Space Invader PA_0253, pont de l'Alma cÃ´tÃ© rive droite",
48.871809,2.300541,"Space Invader PA_0254, 101 avenue des Champs-Ã‰lysÃ©es",
48.861297,2.291354,"Space Invader PA_0255, sous le banc face Ã  l'arrÃªt de bus Varsovie",
48.860866,2.291805,"Space Invader PA_0256, place de Varsovie",
48.857696,2.285713,"Space Invader PA_0257, mÃ©tro Passy",
48.854483,2.278808,"Space Invader PA_0258, 29 avenue de Lamballe",
48.84826,2.259879,"Space Invader PA_0259, 78 rue d'Auteuil",
48.847438,2.268704,"Space Invader PA_0260, place de l'Ã‰glise d'Auteuil",
48.847844,2.397444,"Space Invader PA_0262, place de la Nation (cÃ´tÃ© avenue du TrÃ´ne)",
48.86995,2.285663,"Space Invader PA_0263, sur les marches du mÃ©tro Victor Hugo",
48.862998,2.275514,"Space Invader PA_0264, 115 rue de la Tour",
48.862923,2.272269,"Space Invader PA_0265, face au 27 boulevard Jules Sandeau",
48.864649,2.29564,"Space Invader PA_0266, 11 rue de la Manutention",
48.864144,2.290235,"Space Invader PA_0267, 10 rue de Magdebourg",
48.879002,2.303607,"Space Invader PA_0268, 96 rue de Courcelles",
48.818166,2.45549,"Space Invader PA_0269, sur le Chasseur Ã  pied de la Redoute de Gravelle",
48.86818,2.36524,"Space Invader PA_0270, 2 rue Yves Toudic",
48.869135,2.377477,"Space Invader PA_0271, 7 rue Vancouleurs",
48.826732,2.364123,"Space Invader PA_0272, 96 rue de Tolbiac",
48.860374,2.350215,"Space Invader PA_0273, 21 rue Aubry le Boucher",
48.879429,2.365226,"Space Invader PA_0275, 14 rue Pierre Dupont",
48.853336,2.375826,"Space Invader PA_0277, 31 rue de Charonne",
48.85287,2.40656,"Space Invader PA_0278, 53 rue des MaraÃ®chers",
48.87163,2.37615,"Space Invader PA_0279, 116 rue du Faubourg du Temple",
48.863872,2.385976,"Space Invader PA_0280, 8 rue Spinoza",
48.858056,2.352673,"Space Invader PA_0282, 61 rue de la Verrerie",
48.87084,2.37355,"Space Invader PA_0283, 101 rue du Faubourg du Temple",
48.866042,2.345924,"Space Invader PA_0285, passage Ben Aiad",Passage privé...
48.887508,2.344445,"Space Invader PA_0286, 28 rue du Chevalier de la Barre",
48.867868,2.390122,"Space Invader PA_0291, 15 rue des PlÃ¢triÃ¨res",
48.870664,2.37335,"Space Invader PA_0293, 84 rue du Faubourg du Temple",
48.85821,2.35607,"Space Invader PA_0294, 14 rue de Moussy",
48.863788,2.344822,"Space Invader PA_0295, 4 rue du Jour",
48.850261,2.373484,"Space Invader PA_0301, 44 rue de Charenton",
48.879066,2.389857,"Space Invader PA_0302, 37 rue de Belleville",
48.82682,2.35075,"Space Invader PA_0303, 24 passage Boiton",
48.84271,2.35551,"Space Invader PA_0305, face au 49 rue Geoffroy-Saint-Hilaire",
48.868685,2.389394,"Space Invader PA_0307, 77 rue de MÃ©nilmontant",
48.841443,2.225299,"Space Invader PA_0308, 2 quai du 4 septembre",
48.876904,2.282737,"Space Invader PA_0309, 1 boulevard de l'Amiral Bruix",
48.83748,2.255328,"Space Invader PA_0310 & PA_1335, passerelle de la Porte de Saint-Cloud",
48.843579,2.330293,"Space Invader PA_0311, face au 5 rue BrÃ©a",
48.828366,2.327061,"Space Invader PA_0312, parvis de Saint-Pierre de Montrouge",
48.830074,2.351154,"Space Invader PA_0315, face au 32 boulevard Auguste Blanqui",
48.827372,2.334741,"Space Invader PA_0316 & PA_0940, rue des Artistes",
48.83667,2.33168,"Space Invader PA_0317, devant la Fondation Cartier",
48.836622,2.338129,"Space Invader PA_0320, 34 rue du Faubourg Saint-Jacques",
48.846537,2.342015,"Space Invader PA_0321, 17 rue Malebranche",
48.848861,2.332883,"Space Invader PA_0322, 77 allÃ©e du SÃ©minaire",
48.85437,2.384158,"Space Invader PA_0323, 102 rue de Charonne",
48.86496,2.39397,"Space Invader PA_0325, 17 rue Robineau",
48.84783,2.39293,"Space Invader PA_0326, 10 rue de Picpus",
48.87301,2.34781,"Space Invader PA_0327, 29 rue du Faubourg PoissonniÃ¨re",
48.865113,2.344234,"Space Invader PA_0328, 40 rue Ã‰tienne Marcel",
48.88652,2.36116,"Space Invader PA_0329, 14 rue Pajol",
48.878407,2.349266,"Space Invader PA_0330, 102 rue du Faubourg PoissonniÃ¨re",
48.859389,2.353003,"Space Invader PA_0331, 2 rue Pierre au Lard",
48.859626,2.38935,"Space Invader PA_0332, 41 rue du Repos sous la plaque du cimÃ¨tiÃ¨re",
48.880004,2.344263,"Space Invader PA_0333, 39 rue Condorcet",
48.84398,2.363976,"Space Invader PA_0334, 7-13 Place Valhubert",
48.882124,2.369949,"Space Invader PA_0335, 135 boulevard de la Villette",
48.890439,2.353239,"Space Invader PA_0336, centre d'HygiÃ¨ne Sociale",
48.86541,2.39475,"Space Invader PA_0339, square du Docteur-Grancher",
48.85356,2.35363,"Space Invader PA_0340, 45 quai de Bourbon",
48.879075,2.336928,"Space Invader PA_0342, 19 rue LaferriÃ¨re",
48.860173,2.291105,"Space Invader PA_0343, pont d'IÃ©na (rive droite)",
48.859365,2.293519,"Space Invader PA_0344, tunnel du quai Branly",
48.84892,2.32166,"Space Invader PA_0345, 95 rue de SÃ¨vres",
48.842905,2.312245,"Space Invader PA_0346, 16 boulevard Pasteur",
48.843163,2.325474,"Space Invader PA_0347, passage des Ã‰pinettes",
48.884037,2.356254,"Space Invader PA_0348, 39bis boulevard de la Chapelle",
48.861245,2.302593,"Space Invader PA_0349, 7 avenue Bosquet",
48.822933,2.365082,"Space Invader PA_0350, Ã©cole primaire de l'avenue d'Ivry",
48.870021,2.394195,"Space Invader PA_0351, 121 rue de MÃ©nilmontant",
48.877675,2.358214,"Space Invader PA_0352, 21 rue d'Alsace",
48.86946,2.32475,"Space Invader PA_0353, sortie de mÃ©tro face au 27 boulevard de la Madeleine",
48.858659,2.345915,"Space Invader PA_0354, 13 rue Jean Lantier",
48.862629,2.349708,"Space Invader PA_0355, 4 rue de la Grande Truanderie",
48.832037,2.290355,"Space Invader PA_0357, 21 boulevard Lefebvre",
48.871463,2.391285,"Space Invader PA_0358, 14 rue de Savies",
48.866424,2.332864,"Space Invader PA_0359, 45 rue Saint-Roch",
48.863935,2.331188,"Space Invader PA_0360, 0 rue Saint-Roch",
48.871724,2.364704,"Space Invader PA_0362, en face de Chez Prune",
48.826298,2.360009,"Space Invader PA_0363, 116 avenue de Choisy",
48.83711,2.29638,"Space Invader PA_0364, 347 rue de Vaugirard",
48.839249,2.300281,"Space Invader PA_0365, 268 rue de Vaugirard",
48.8299,2.30356,"Space Invader PA_0366, 127 rue Castagnary",
48.82981,2.3017,"Space Invader PA_0367, 108 rue Brancion",
48.853404,2.385082,"Space Invader PA_0369, 7 rue Jules VallÃ¨",
48.85037,2.38316,"Space Invader PA_0371, Ouest de la fontaine de Montreuil",
48.85191,2.37404,"Space Invader PA_0372, 63 rue du Faubourg Saint-Antoine",
48.866061,2.378809,"Space Invader PA_0373, 121 rue Oberkampf",
48.853198,2.326541,"Space Invader PA_0374, 29 boulevard Raspail",
48.870922,2.395388,"Space Invader PA_0375, 2 rue de l'Est",
48.86167,2.362442,"Space Invader PA_0376, 28 rue de Poitou",
48.86302,2.37105,"Space Invader PA_0377, 52 boulevard Voltaire",
48.86174,2.36131,"Space Invader PA_0378, 45 rue de Poitou",
48.85881,2.35731,"Space Invader PA_0379, 17 rue des Blancs-Manteaux",
48.862947,2.309289,"Space Invader PA_0380, port du Gros-caillou",
48.852271,2.301291,"Space Invader PA_0381, place Joffre, allÃ©e Thomy Thierry",
48.869815,2.378334,"Space Invader PA_0384, 26 rue du Moulin Joly",
48.83149,2.36856,"Space Invader PA_0385, 41 rue Dunois",
48.881849,2.32087,"Space Invader PA_0386, croisement rue de Rome/bvd des Batignolles",
48.841083,2.320092,"Space Invader PA_0388, Gare Montparnasse",
48.879467,2.389352,"Space Invader PA_0389, 86 rue de Botzaris",
48.856021,2.386367,"Space Invader PA_0390, 1 passage Gustave Lepeu",
48.83174,2.385019,"Space Invader PA_0391, 114 quai de Bercy",
48.854565,2.342448,"Space Invader PA_0392, 35 quai des Grands Augustins",
48.854351,2.344578,"Space Invader PA_0394, pont Saint-Michel",
48.85182,2.32449,"Space Invader PA_0395, 14 rue Chomel",
48.862668,2.35441,"Space Invader PA_0396, 49 rue de Beaubourg",
48.84742,2.365655,"Space Invader PA_0398, 1 pont Morland",
48.862586,2.302184,"Space Invader PA_0399, pont de l'Alma",
48.862166,2.302284,"Space Invader PA_0400, 93 quai d'Orsay",
48.843999,2.354947,"Space Invader PA_0401, fontaine de Cuvier",
48.86244,2.32015,"Space Invader PA_0402, quai Anantole France",
48.83208,2.30289,"Space Invader PA_0403, porte N-E du parc George Brassens",
48.869401,2.342066,"Space Invader PA_0404, face au 2 place de la Bourse",
48.830168,2.305931,"Space Invader PA_0405, face au 110 rue Castagnary",
48.860747,2.357133,"Space Invader PA_0406, 4 rue de Braque",
48.860102,2.360883,"Space Invader PA_0407, 93 rue Vieille du Temple",
48.868393,2.38822,"Space Invader PA_0410, 0 rue de la Mare",
48.867053,2.397994,"Space Invader PA_0411, 68 rue Orfila",
48.864799,2.393552,"Space Invader PA_0412, 15 rue Robineau",
48.869917,2.323209,"Space Invader PA_0413, 3 boulevard Malsherbes",
48.891977,2.410014,"Space Invader PA_0414, 2 rue du 11 Novembre 1918",
48.852895,2.386345,"Space Invader PA_0415, 34 rue Titon",
48.871537,2.363221,"Space Invader PA_0416, 9 rue de Marseille",
48.901461,2.344331,"Space Invader PA_0418, 139 avenue Michelet",
48.909131,2.336024,"Space Invader PA_0420, 45 rue Anselme",
48.86476,2.39571,"Space Invader PA_0421, 71 rue des Rondeaux",
48.83124,2.36918,"Space Invader PA_0422, 32 rue Dunois",
48.871812,2.309915,"Space Invader PA_0423, 63 avenue Franklin Delano Roosevelt",
48.864665,2.295582,"Space Invader PA_0424, 13 rue de la Manutention",
48.816064,2.357022,"Space Invader PA_0426, face au pavillon d'Italie",
48.829912,2.375363,"Space Invader PA_0427, 10 rue de Tolbiac",
48.874504,2.292356,"Space Invader PA_0428, 7 avenue de la Grande ArmÃ©e",
48.876277,2.292479,"Space Invader PA_0429, 22 avenue Carnot",
48.872183,2.36513,"Space Invader PA_0430, le Comptoire GÃ©nÃ©ral",
48.847269,2.414288,"Space Invader PA_0431, rond-point de la porte de Vincennes",
48.871131,2.393294,"Space Invader PA_0432 & 573, 24 rue de l'Est",
48.843322,2.402278,"Space Invader PA_0433, 33 rue de Sibuet",
48.840725,2.39799,"Space Invader PA_0434, 19 rue Lamblardie",
48.860945,2.350814,"Space Invader PA_0436, Centre culturel de Serbie",
48.877651,2.370595,"Space Invader PA_0437, place du Colonel Fabien",
48.882949,2.385862,"Space Invader PA_0438, petite ceinture pont de la rue Manin",
48.884036,2.32822,"Space Invader PA_0439, 134 boulevard de Clichy",
48.815533,2.356289,"Space Invader PA_0441, 7 rue Gabriel PÃ©ri",
48.87446,2.393054,"Space Invader PA_0442, 46 Olivier MÃ©tra",
48.87615,2.381094,"Space Invader PA_0443, entrÃ©e sud des Buttes Chaumont",
48.883149,2.365842,"Space Invader PA_0444, 14 rue Chaudron",
48.880303,2.360816,"Space Invader PA_0445, 181 rue Lafayette",
48.870261,2.373237,"Space Invader PA_0446, 174 rue Saint-Maur",
48.87265,2.36377,"Space Invader PA_0447, Ã  l'intÃ©rieur d'Artazart",
48.872148,2.365148,"Space Invader PA_0448, 80 quai Jemmapes",
48.871552,2.314716,"Space Invader PA_0449, 73 rue du Faubourg Saint-HonorÃ©",
48.86477,2.356862,"Space Invader PA_0450, 5 rue Volta",
48.853334,2.376638,"Space Invader PA_0451 & PA_0654, 39 rue de Charonne",
48.852811,2.376367,"Space Invader PA_0452, 5 passage Saint-Antoine",
48.864562,2.389631,"Space Invader PA_0453, 24 Ã  32 rue des Amandiers",
48.873116,2.363695,"Space Invader PA_0454, Assainissement de Valmy",
48.855155,2.337721,"Space Invader PA_0455, 48 rue Mazarine",
48.8646,2.294413,"Space Invader PA_0456, 1 place d'IÃ©na",
48.866403,2.390936,"Space Invader PA_0458, 16 rue Elise Borey",
48.834914,2.36825,"Space Invader PA_0459, mÃ©tro Chevaleret",
48.834395,2.369952,"Space Invader PA_0460, 39P rue Louise Weiss",
48.861765,2.400009,"Space Invader PA_0461, 5-7 rue Charles Renouvier",
48.868378,2.347578,"Space Invader PA_0462, 44 rue de ClÃ©ry",
48.862616,2.338232,Space Invader PA_0463,DETRUIT ?
48.857053,2.355457,"Space Invader PA_0464, 6 rue de la Verrerie",
48.856977,2.378546,"Space Invader PA_0465, 114 rue de la Roquette",
48.868146,2.373402,"Space Invader PA_0466, 51 rue de la Fontaine au Roi",
48.871567,2.384969,"Space Invader PA_0467, parc de Belleville",
48.865857,2.346922,"Space Invader PA_0468, 65 rue Montorgueil",
48.864784,2.345683,"Space Invader PA_0470, 1057 & 1062, 64 rue Tiquetonne",
48.868821,2.390091,"Space Invader PA_0471, 83 rue de MÃ©nilmontant",
48.859092,2.371431,"Space Invader PA_0472, 11Z rue Gaby Sylvia",
48.851471,2.338006,"Space Invader PA_0473, 3 rue Saint-Sulpice",
48.880578,2.308577,"Space Invader PA_0474, 2 rue de Prony",
48.874673,2.293325,"Space Invader PA_0475, 2 avenue de la Grande ArmÃ©e",
48.87181,2.306088,"Space Invader PA_0476, 1 rue Paul Baudry",
48.854338,2.415553,"Space Invader PA_0477, 267b rue de Paris",
48.852616,2.281438,"Space Invader PA_0478, pont du Rouelle",
48.85587,2.359774,"Space Invader PA_0480, 14 rue du Roi de Sicile",
48.844974,2.332482,"Space Invader PA_0481, sous la plaque de rue du coin du parc",
48.863924,2.352013,"Space Invader PA_0483, 7 rue du Bourg l'AbbÃ©",
48.878388,2.323006,"Space Invader PA_0484, 24 rue de Vienne",
48.870264,2.289909,"Space Invader PA_0485, 15 rue Paul ValÃ©rie",
48.852909,2.31909,"Space Invader PA_0486, 26 rue Vaneau",
48.847982,2.340919,Space Invader PA_0487,
48.83484,2.40039,"Space Invader PA_0488, 79 rue de Wattignies",
48.874111,2.385594,"Space Invader PA_0489, 1 rue Clavel",
48.899579,2.391981,"Space Invader PA_0490, 10 rue du Chemin de Fer",
48.873951,2.395271,"Space Invader PA_0492, 36 rue du Soleil",
48.86124,2.3435,"Space Invader PA_0493, 87 rue Saint-HonorÃ©",
48.841328,2.325149,"Space Invader PA_0494, 41 rue Delambre",
48.844497,2.352557,"Space Invader PA_0495, 17 rue de Navarre",
48.868789,2.356291,"Space Invader PA_0496, 51 boulevard Saint-Martin",
49.006762,2.528152,"Space Invader PA_0497, sortie routiÃ¨re de Roissy-Charles-de-Gaulle",
48.880778,2.33573,"Space Invader PA_0498, 64 rue de la Rochefoucauld",
48.877204,2.365099,"Space Invader PA_0499, pont EugÃ¨ne-Varlin",
48.866361,2.364673,"Space Invader PA_0501, au pied des escaliers du boulevard du Temple",
48.840414,2.353,"Space Invader PA_0502, 29 rue Censier",
48.860382,2.364672,"Space Invader PA_0503, 74 rue de Turenne",
48.857714,2.35837,"Space Invader PA_0504, 52 rue des Rosiers",
48.859788,2.362908,"Space Invader PA_0505, 12 rue de Thorigny",
48.866887,2.349292,"Space Invader PA_0506, square Pierre Lazareff",
48.875379,2.369037,"Space Invader PA_0507, 21 rue Juliette Dodu",
48.861702,2.344175,"Space Invader PA_0508, 9 rue des Prouvaires",
48.853266,2.370649,"Space Invader PA_0510, place de la Bastille",
48.864153,2.296905,"Space Invader PA_0514, Palais de Tokyo",
48.848534,2.393914,"Space Invader PA_0515, 278 rue du Faubourg Saint-Antoine",
48.870172,2.395543,"Space Invader PA_0516, 129-133 rue de MÃ©nilmontant",
48.86167,2.36546,"Space Invader PA_0517, 13 rue Froissart",
48.835546,2.494696,"Space Invader PA_0520, viaduc rue Jacques KablÃ©",
48.875538,2.399825,"Space Invader PA_0521, cimetiÃ¨re de Belleville",
48.866379,2.369036,"Space Invader PA_0522, Square Jules Ferry",
48.852787,2.353224,"Space Invader PA_0523, face au 4 rue Jean du Bellay",
48.826905,2.508885,"Space Invader PA_0524, 244 avenue du GÃ©nÃ©ral de Gaulle",
48.859346,2.352527,"Space Invader PA_0525, 16 rue Saint-Merri",
48.860432,2.487126,"Space Invader PA_0526, au croisement de l'A86 et de la ligne de RER E",
48.833181,2.366221,"Space Invader PA_0527, 74 rue Dunois",
48.850632,2.34756,"Space Invader PA_0528, 13 rue des Anglais",
48.849394,2.351715,"Space Invader PA_0529, 15 rue de Pontoise",
48.873512,2.388421,"Space Invader PA_0530, 83 rue de la Mare",
48.87015,2.395348,"Space Invader PA_0531, 129 rue de MÃ©nilmontant",
48.900816,2.343811,"Space Invader PA_0533, sous le pÃ©riph' porte de Cligancourt",
48.8646,2.2967,"Space Invader PA_0534, entrÃ©e du Palais de Tokyo",
48.855303,2.39992,"Space Invader PA_0535, 37 rue de Terre Neuve",
48.83952,2.38871,"Space Invader PA_0536, 7 rue de la Planchette",
48.86626,2.38281,"Space Invader PA_0537, 160 rue Oberkampf, piscine de l'Espace Form",
48.862014,2.354191,"Space Invader PA_0539, 30 rue Beaubourg dans la cour",
48.8682,2.38131,"Space Invader PA_0540, impasse Questre",
48.843367,2.379208,"Space Invader PA_0542, 5 rue de Rambouillet",
48.832575,2.370989,"Space Invader PA_0543, 1 rue Duchefdelaville",
48.86761,2.39659,"Space Invader PA_0545, 62 rue Villiers de l'Isle Adam",
48.831983,2.39717,"Space Invader PA_0546, 320bis rue de Charenton",
48.873155,2.381651,"Space Invader PA_0547, place FrÃ©hel",
48.870979,2.373844,"Space Invader PA_0548, 103 rue du Faubourg du Temple",
48.873262,2.358945,"Space Invader PA_0549, 54 rue des Vinaigriers",
48.85482,2.3366,"Space Invader PA_0550, 8 rue de l'Ã‰chaudÃ©",
48.865235,2.411501,"Space Invader PA_0551, 1 avenue Ibsen",
48.871768,2.330301,"Space Invader PA_0552, 3 rue Auber",
48.881482,2.339937,"Space Invader PA_0553, 74 rue des Martyrs",
48.843257,2.391561,"Space Invader PA_0554, 101 rue de Reuilly",
48.854589,2.368784,"Space Invader PA_0555, 11 boulevard Beaumarchais",
48.851905,2.349057,"Space Invader PA_0556, 2 rue de l'HÃ´tel Colbert",
48.841544,2.341198,"Space Invader PA_0557, 282 rue Saint-Jacques",
48.838579,2.39589,"Space Invader PA_0558, 45 rue de la BrÃ¨che aux Loups",
48.83874,2.396419,"Space Invader PA_0559, 1 rue Raoul",
48.86858,2.27404,"Space Invader PA_0560, 65 boulevard Flandrin",
48.892412,2.339938,"Space Invader PA_0562, 27 rue du Ruisseau",
48.862193,2.337129,"Space Invader PA_0563, 2 place du Palais Royal",
48.881076,2.361865,"Space Invader PA_0565, 3 rue Philippe de Girard",
48.859867,2.388514,"Space Invader PA_0566, 181 rue de la Roquette",
48.876023,2.402223,"Space Invader PA_0567, 117 rue Haxo",
48.879885,2.35878,"Space Invader PA_0568, 2 rue de l'Aqueduc",
48.816851,2.442683,"Space Invader PA_0569, passerelle de Charentonneau",
48.8553,2.3595,"Space Invader PA_0570, 82 rue FranÃ§ois Miron",
48.84726,2.36746,"Space Invader PA_0571, 10 boulevard de la Bastille",
48.856483,2.357385,"Space Invader PA_0572, 27 rue du Roi de Sicile",
48.829989,2.493827,"Space Invader PA_0574, avenue Pierre Brossolette",
48.861596,2.363004,"Space Invader PA_0575, 22 rue de Poitou",
48.862441,2.335272,"Space Invader PA_0576, 2 place du Carrousel",
48.873222,2.389838,"Space Invader PA_0577, 5 rue Levert",
48.845263,2.311836,"Space Invader PA_0578, 3 place Henri Queuille",
48.862527,2.334869,"Space Invader PA_0579, entrÃ©e nord-ouest du Carrousel",
48.85795,2.35288,"Space Invader PA_0580, 59 rue de la Verrerie",
48.862465,2.335164,"Space Invader PA_0581, entrÃ©e nord-est du Carrousel",
48.866571,2.3357,"Space Invader PA_0582, 14 rue Villedo",
48.877746,2.326297,"Space Invader PA_0583, 2 impasse d'Amsterdam",
48.877251,2.326795,"Space Invader PA_0584, 17 rue d'Amsterdam",
48.861338,2.353407,"Space Invader PA_0585, mÃ©tro Rambuteau",
48.859193,2.367439,"Space Invader PA_0586, 89 boulevard Beaumarchais",
48.852634,2.363238,"Space Invader PA_0588, 5 rue Charles V",
48.874413,2.386179,"Space Invader PA_0589, 1 rue Melingue",
48.863723,2.349401,"Space Invader PA_0590, 17 rue Ã‰tienne Marcel",
48.869106,2.372997,"Space Invader PA_0591, villa du Clos de Malvert",
48.84908,2.33412,"Space Invader PA_0592, 19 rue FÃ©rou",
48.836438,2.278256,"Space Invader PA_0593, place Balard sous la Petite Ceinture",
48.836677,2.278782,"Space Invader PA_0594, place Balard",
48.837935,2.281867,"Space Invader PA_0595, 183 rue de Lourmel",
48.843339,2.295586,"Space Invader PA_0596, 85 rue de la Croix Nivert",
48.849209,2.297638,"Space Invader PA_0597, mÃ©tro La Motte-Picquet-Grenelle",
48.8572,2.310167,"Space Invader PA_0598, 1 avenue de la Motte-Picquet",
