name,Latitude,Longitude
"Space Invader PA_0473, 3 rue Saint-Sulpice",48.851471,2.338006
"Space Invader PA_0474, 2 rue de Prony",48.880578,2.308577
"Space Invader PA_0475, 2 avenue de la Grande ArmÃ©e",48.874673,2.293325
"Space Invader PA_0476, 1 rue Paul Baudry",48.87181,2.306088
"Space Invader PA_0477, 267b rue de Paris",48.854338,2.415553
"Space Invader PA_0478, pont du Rouelle",48.852616,2.281438
"Space Invader PA_0480, 14 rue du Roi de Sicile",48.85587,2.359774
"Space Invader PA_0481, sous la plaque de rue du coin du parc",48.844974,2.332482
"Space Invader PA_0483, 7 rue du Bourg l'AbbÃ©",48.863924,2.352013
"Space Invader PA_0484, 24 rue de Vienne",48.878388,2.323006
"Space Invader PA_0485, 15 rue Paul ValÃ©rie",48.870264,2.289909
"Space Invader PA_0486, 26 rue Vaneau",48.852909,2.31909
"Space Invader PA_0488, 79 rue de Wattignies",48.83484,2.40039
"Space Invader PA_0489, 1 rue Clavel",48.874111,2.385594
"Space Invader PA_0490, 10 rue du Chemin de Fer",48.899579,2.391981
"Space Invader PA_0492, 36 rue du Soleil",48.87388,2.39531
"Space Invader PA_0493, 87 rue Saint-HonorÃ©",48.86124,2.3435
"Space Invader PA_0494, 41 rue Delambre",48.841328,2.325149
"Space Invader PA_0495, 17 rue de Navarre",48.844497,2.352557
"Space Invader PA_0496, 51 boulevard Saint-Martin",48.868789,2.356291
"Space Invader PA_0497, sortie routiÃ¨re de Roissy-Charles-de-Gaulle",49.006762,2.528152
"Space Invader PA_0498, 64 rue de la Rochefoucauld",48.880778,2.33573
"Space Invader PA_0499, pont EugÃ¨ne-Varlin",48.877519,2.365507
"Space Invader PA_0501, au pied des escaliers du boulevard du Temple",48.866361,2.364673
"Space Invader PA_0502, 29 rue Censier",48.840414,2.353
"Space Invader PA_0503, 74 rue de Turenne",48.860382,2.364672
"Space Invader PA_0504, 52 rue des Rosiers",48.857714,2.35837
"Space Invader PA_0505, 12 rue de Thorigny",48.859788,2.362908
"Space Invader PA_0506, square Pierre Lazareff",48.866887,2.349292
"Space Invader PA_0507, 21 rue Juliette Dodu",48.875379,2.369037
"Space Invader PA_0508, 9 rue des Prouvaires",48.861702,2.344175
"Space Invader PA_0510, place de la Bastille",48.853266,2.370649
"Space Invader PA_0514, Palais de Tokyo",48.864153,2.296905
"Space Invader PA_0515, 278 rue du Faubourg Saint-Antoine",48.848534,2.393914
"Space Invader PA_0516, 129-133 rue de MÃ©nilmontant",48.870172,2.395543
"Space Invader PA_0517, 13 rue Froissart",48.86167,2.36546
"Space Invader PA_0520, viaduc rue Jacques KablÃ©",48.835546,2.494696
"Space Invader PA_0521, cimetiÃ¨re de Belleville",48.875538,2.399825
"Space Invader PA_0522, Square Jules Ferry",48.866379,2.369036
"Space Invader PA_0523, face au 4 rue Jean du Bellay",48.852787,2.353224
"Space Invader PA_0524, 244 avenue du GÃ©nÃ©ral de Gaulle",48.826905,2.508885
"Space Invader PA_0525, 16 rue Saint-Merri",48.859482,2.352759
"Space Invader PA_0526, au croisement de l'A86 et de la ligne de RER E",48.860432,2.487126
"Space Invader PA_0527, 74 rue Dunois",48.833181,2.366221
"Space Invader PA_0528, 13 rue des Anglais",48.850632,2.34756
"Space Invader PA_0529, 15 rue de Pontoise",48.849394,2.351715
"Space Invader PA_0530, 83 rue de la Mare",48.873512,2.388421
"Space Invader PA_0531, 129 rue de MÃ©nilmontant",48.87015,2.395348
"Space Invader PA_0533, sous le pÃ©riph' porte de Cligancourt",48.900816,2.343811
"Space Invader PA_0534, entrÃ©e du Palais de Tokyo",48.8646,2.2967
"Space Invader PA_0535, 37 rue de Terre Neuve",48.855303,2.39992
"Space Invader PA_0536, 7 rue de la Planchette",48.83952,2.38871
"Space Invader PA_0537, 160 rue Oberkampf, piscine de l'Espace Form",48.86626,2.38281
"Space Invader PA_0539, 30 rue Beaubourg dans la cour",48.862014,2.354191
"Space Invader PA_0540, impasse Questre",48.8682,2.38131
"Space Invader PA_0542, 5 rue de Rambouillet",48.843367,2.379208
"Space Invader PA_0543, 1 rue Duchefdelaville",48.832575,2.370989
"Space Invader PA_0545, 62 rue Villiers de l'Isle Adam",48.86761,2.39659
"Space Invader PA_0546, 320bis rue de Charenton",48.831983,2.39717
"Space Invader PA_0547, place FrÃ©hel",48.873155,2.381651
"Space Invader PA_0548, 103 rue du Faubourg du Temple",48.870979,2.373844
"Space Invader PA_0549, 54 rue des Vinaigriers",48.873262,2.358945
"Space Invader PA_0550, 8 rue de l'Ã‰chaudÃ©",48.85482,2.3366
"Space Invader PA_0551, 1 avenue Ibsen",48.865235,2.411501
"Space Invader PA_0552, 3 rue Auber",48.871768,2.330301
"Space Invader PA_0553, 74 rue des Martyrs",48.881482,2.339937
"Space Invader PA_0554, 101 rue de Reuilly",48.843257,2.391561
"Space Invader PA_0555, 11 boulevard Beaumarchais",48.854589,2.368784
"Space Invader PA_0556, 2 rue de l'HÃ´tel Colbert",48.851905,2.349057
"Space Invader PA_0557, 282 rue Saint-Jacques",48.841544,2.341198
"Space Invader PA_0558, 45 rue de la BrÃ¨che aux Loups",48.838579,2.39589
"Space Invader PA_0559, 1 rue Raoul",48.83874,2.396419
"Space Invader PA_0560, 65 boulevard Flandrin",48.86858,2.27404
"Space Invader PA_0562, 27 rue du Ruisseau",48.892412,2.339938
"Space Invader PA_0563, 2 place du Palais Royal",48.862193,2.337129
"Space Invader PA_0565, 3 rue Philippe de Girard",48.881076,2.361865
"Space Invader PA_0566, 181 rue de la Roquette",48.859867,2.388514
"Space Invader PA_0567, 117 rue Haxo",48.876023,2.402223
"Space Invader PA_0568, 2 rue de l'Aqueduc",48.879885,2.35878
"Space Invader PA_0569, passerelle de Charentonneau",48.816851,2.442683
"Space Invader PA_0570, 82 rue FranÃ§ois Miron",48.8553,2.3595
"Space Invader PA_0571, 10 boulevard de la Bastille",48.84726,2.36746
"Space Invader PA_0572, 27 rue du Roi de Sicile",48.856483,2.357385
"Space Invader PA_0574, avenue Pierre Brossolette",48.829989,2.493827
"Space Invader PA_0575, 22 rue de Poitou",48.861596,2.363004
"Space Invader PA_0576, 2 place du Carrousel",48.862441,2.335272
"Space Invader PA_0577, 5 rue Levert",48.873222,2.389838
"Space Invader PA_0578, 3 place Henri Queuille",48.845263,2.311836
"Space Invader PA_0579, entrÃ©e nord-ouest du Carrousel",48.862527,2.334869
"Space Invader PA_0580, 59 rue de la Verrerie",48.85795,2.35288
"Space Invader PA_0581, entrÃ©e nord-est du Carrousel",48.862465,2.335164
"Space Invader PA_0582, 14 rue Villedo",48.866571,2.3357
"Space Invader PA_0583, 2 impasse d'Amsterdam",48.877746,2.326297
"Space Invader PA_0584, 17 rue d'Amsterdam",48.877251,2.326795
"Space Invader PA_0585, mÃ©tro Rambuteau",48.861338,2.353407
"Space Invader PA_0586, 89 boulevard Beaumarchais",48.859193,2.367439
"Space Invader PA_0588, 5 rue Charles V",48.852634,2.363238
"Space Invader PA_0589, 1 rue Melingue",48.874413,2.386179
"Space Invader PA_0590, 17 rue Ã‰tienne Marcel",48.863723,2.349401
"Space Invader PA_0591, villa du Clos de Malvert",48.869106,2.372997
"Space Invader PA_0592, 19 rue FÃ©rou",48.84908,2.33412
"Space Invader PA_0593, place Balard sous la Petite Ceinture",48.836438,2.278256
"Space Invader PA_0594, place Balard",48.836677,2.278782
"Space Invader PA_0595, 183 rue de Lourmel",48.837935,2.281867
"Space Invader PA_0596, 85 rue de la Croix Nivert",48.843339,2.295586
"Space Invader PA_0597, mÃ©tro La Motte-Picquet-Grenelle",48.849209,2.297638
"Space Invader PA_0598, 1 avenue de la Motte-Picquet",48.8572,2.310167
"Space Invader PA_0599, 2 rue de l'Ourcq",48.886784,2.384861
"Space Invader PA_0600, entrÃ©e du tunnel de la porte Chaumont",48.886487,2.396877
"Space Invader PA_0601, A86 Ã  l'angle du stade Pierre de Coubertin",48.859886,2.485377
"Space Invader PA_0602, cour de la MÃ©tairie",48.873826,2.385557
"Space Invader PA_0604, 36 rue Erard",48.846707,2.387123
"Space Invader PA_0605, 1 place Suzanne Valadon",48.884387,2.34245
"Space Invader PA_0606, 39 rue d'Aboukir",48.867182,2.344938
"Space Invader PA_0607, 48 rue d'Orsel",48.883487,2.341899
"Space Invader PA_0608, 1 avenue du GÃ©nÃ©ral de Gaulle",48.820142,2.484218
"Space Invader PA_0609, 35 boulevard de la Chapelle",48.884224,2.359716
"Space Invader PA_0610, passage Stendhal",48.861698,2.400375
"Space Invader PA_0611, boulevard Georges Braque",48.961187,2.473746
"Space Invader PA_0612, 14 rue du Renard",48.858923,2.352351
"Space Invader PA_0613, derriÃ¨re un poteau Ã  l'entrÃ©e d'un tunnel",48.816267,2.361211
"Space Invader PA_0614, bretelle de pÃ©riphÃ©rique Porte Brancion",48.826254,2.298492
"Space Invader PA_0615, 17 passage de la Bonne Graine",48.85257,2.376714
"Space Invader PA_0616, 31 place Saint-Ferdinand",48.877728,2.288333
"Space Invader PA_0617, 14 rue Pierre Demours",48.880365,2.292817
"Space Invader PA_0618, 15 rue Pierre Demours",48.880564,2.29294
"Space Invader PA_0619, 47 rue Cardinet",48.882618,2.30578
"Space Invader PA_0620, escalier menant vers le passage Piat",48.87046,2.38677
"Space Invader PA_0621, porte de Pantin",48.888993,2.396147
"Space Invader PA_0622, au pied du 18 boulevard de la Guyane",48.835582,2.412255
"Space Invader PA_0623, porte de la Gare cÃ´tÃ© Ivry",48.827254,2.385989
"Space Invader PA_0624, 10 rue de SÃ¨vres",48.851942,2.328452
"Space Invader PA_0626, 200 rue de la Convention",48.837111,2.296615
"Space Invader PA_0629, impasse Robiquet",48.843542,2.325509
"Space Invader PA_0630, 30 rue de Martignac",48.857442,2.318064
"Space Invader PA_0631, entrÃ©e Nord de l'OpÃ©ra",48.872847,2.331371
"Space Invader PA_0634, 10 rue Hautefeuille",48.852136,2.342636
"Space Invader PA_0635, 21 rue de Vaugirard",48.84873,2.332644
"Space Invader PA_0636, 32 rue de Poissy",48.847975,2.351684
"Space Invader PA_0637, 22 place des Vosges",48.855987,2.366663
"Space Invader PA_0638, 79 rue des Gravilliers",48.864746,2.353433
"Space Invader PA_0639, 122 rue Lepic",48.88667,2.338443
"Space Invader PA_0641, 2 rue d'Orchampt",48.886268,2.337896
"Space Invader PA_0642, 46 rue Berthe",48.885997,2.338538
"Space Invader PA_0643, 21 rue des Abbesses",48.884576,2.337857
"Space Invader PA_0644, 2 rue Lamarck",48.886213,2.344091
"Space Invader PA_0645, rue Charles Monselet",48.879724,2.400606
"Space Invader PA_0646, porte de Vanves",48.827974,2.304927
"Space Invader PA_0647, 66 rue Caulaincourt",48.889471,2.336834
"Space Invader PA_0648, mÃ©tro Pelleport",48.868227,2.401491
"Space Invader PA_0649, 1 rue Gaston Pinot",48.882785,2.389945
"Space Invader PA_0650, 1 rue Desaugiers",48.847517,2.268078
"Space Invader PA_0651, 52 rue Saint-Didier",48.867162,2.283506
"Space Invader PA_0652, 25 rue des Sablons",48.865032,2.282824
"Space Invader PA_0653, 33 rue du ColisÃ©e",48.871372,2.309827
"Space Invader PA_0655, 34 rue Debelleyme",48.862195,2.363702
"Space Invader PA_0656, 112bis rue Championnet",48.89589,2.3395
"Space Invader PA_0657, 3 avenue Jean JaurÃ¨s",48.88318,2.371115
"Space Invader PA_0658, mÃ©tro Saint-Fargeau",48.871633,2.404115
"Space Invader PA_0659, 194 rue Championnet",48.894157,2.332085
"Space Invader PA_0660, 46 rue de LÃ©vis",48.883433,2.314096
"Space Invader PA_0661, 41 rue AmpÃ¨re",48.885168,2.302939
"Space Invader PA_0663, 25 rue Guersant",48.881089,2.289603
"Space Invader PA_0664, 31 rue des Acacias",48.87718,2.29226
"Space Invader PA_0665, 127 rue de Lauriston",48.86556,2.285567
"Space Invader PA_0666, face au 29 quai de grenelle",48.852895,2.28643
"Space Invader PA_0667, 64 avenue de Choisy",48.823602,2.36211
"Space Invader PA_0668, 26 avenue Jean Aicard",48.866368,2.380604
"Space Invader PA_0669, pont ferroviaire de la porte des Poissonniers",48.898293,2.35365
"Space Invader PA_0670, 17 rue de l'Ã‰querre",48.874863,2.382439
"Space Invader PA_0671, 54 avenue Bolivar",48.876522,2.378205
"Space Invader PA_0672, 1 avenue Jean Aicard",48.864357,2.381662
"Space Invader PA_0673, 1 rue de l'Ancienne ComÃ©die",48.85358,2.338324
"Space Invader PA_0674, passage Alexandre",48.840239,2.315487
"Space Invader PA_0675, 1bis rue Friant",48.827125,2.325317
"Space Invader PA_0677, 46 rue de Seine",48.854694,2.336777
"Space Invader PA_0678, 6 rue de Seine",48.857238,2.336413
"Space Invader PA_0679, 1 rue de l'ArbalÃ¨te",48.840425,2.349749
"Space Invader PA_0680 & 1099, 4 rue de la Mare",48.868496,2.388493
"Space Invader PA_0681, 10 rue d'Ormesson",48.855447,2.362038
"Space Invader PA_0682, 21 rue des Francs-Bourgeois",48.856802,2.362962
"Space Invader PA_0683, 132 boulevard Richard Lenoir",48.865832,2.370005
"Space Invader PA_0684, 23bis rue Poliveau",48.840199,2.359213
"Space Invader PA_0685, sortie 18 de l'A86",48.85823,2.48817
"Space Invader PA_0686, 1 rue Marius Delcher",48.828627,2.399139
"Space Invader PA_0690, 12 rue Jean-Henri Fabre",48.901307,2.342903
"Space Invader PA_0691, 1 rue Rafflet",48.85038,2.26577
"Space Invader PA_0692, 24 rue du Docteur Blanche",48.854442,2.265482
"Space Invader PA_0693, 15 rue Pierre GuÃ©rin",48.848932,2.266419
"Space Invader PA_0694, 26 rue Poussin",48.848773,2.2634
"Space Invader PA_0695, 1 rue Jasmin",48.852472,2.267952
"Space Invader PA_0696, 9 rue Debellyeme",48.861165,2.363171
"Space Invader PA_0697, 14 boulevard Richard Lenoir",48.853908,2.369859
"Space Invader PA_0698, 10 rue Saint-Sabin",48.855118,2.37208
"Space Invader PA_0699, 127 rue des PyrÃ©nÃ©es",48.85736,2.40393
"Space Invader PA_0700, 65 rue des PyrÃ©nÃ©es",48.852469,2.406015
"Space Invader PA_0701, 1 rue Godefroy Cavaignac",48.85402,2.38187
"Space Invader PA_0702, 98 rue de Charonne",48.853809,2.38185
"Space Invader PA_0703, 47 rue de Charonne",48.853172,2.377438
"Space Invader PA_0704, 17 rue de la Cerisaie",48.852243,2.365003
"Space Invader PA_0705, 32 rue de Patay",48.825532,2.374785
"Space Invader PA_0706, 42 villa Auguste Blanqui",48.830642,2.367399
"Space Invader PA_0707, 17 rue Beautreillis",48.85343,2.36409
"Space Invader PA_0708, 11 passage Gauthier",48.875696,2.381437
"Space Invader PA_0710, 7 rue de LesdiguiÃ¨res",48.852983,2.366907
"Space Invader PA_0711, 27 rue des Tournelles",48.855854,2.367249
"Space Invader PA_0712, 20 rue de Dunkerque",48.880354,2.353532
"Space Invader PA_0713, 1 rue Taylor",48.869021,2.358775
"Space Invader PA_0714, 25 rue Watt",48.826486,2.378769
"Space Invader PA_0715, 3 CitÃ© Aubry",48.857119,2.395469
"Space Invader PA_0717, 2 rue des Orteaux",48.856953,2.398039
"Space Invader PA_0718, 39 rue Basfroi",48.855747,2.378545
"Space Invader PA_0719, 1 rue Camille Desmoulins",48.85859,2.3802
"Space Invader PA_0720, 19 rue de la Ferronnerie",48.86022,2.347488
"Space Invader PA_0722, 11 rue Michel Lecomte",48.862132,2.356246
"Space Invader PA_0723, 12 rue de Parme",48.881331,2.327524
"Space Invader PA_0724, 4 rue Papillon",48.875964,2.347827
"Space Invader PA_0725, 7 rue de Dunkarque",48.879386,2.357742
"Space Invader PA_0726, 135 rue de Rome",48.88561,2.316589
"Space Invader PA_0727, 51 rue de Clichy",48.880744,2.328624
"Space Invader PA_0728, 18 rue Caroline",48.883526,2.323402
"Space Invader PA_0729, cour du Havre",48.87584,2.326082
"Space Invader PA_0730, 6 rue Bleue",48.875865,2.347215
"Space Invader PA_0732, 2 rue Jouye-Rouve",48.873293,2.38255
"Space Invader PA_0733, 38 rue du Moulin Joly",48.870538,2.377714
"Space Invader PA_0734, 20 rue du Faubourg Montmartre",48.873159,2.343061
"Space Invader PA_0735, 66 rue des Rochers",48.87899,2.319
"Space Invader PA_0736, 334 rue Saint-HonorÃ©",48.8658,2.33036
"Space Invader PA_0737, 21 rue Charles FrÃ©del",48.87271,2.396104
"Space Invader PA_0738, 20 rue Clavel",48.875831,2.383608
"Space Invader PA_0739, 120 rue de MÃ©nilmontant",48.869942,2.394924
"Space Invader PA_0740, 99 rue Claude Decaen",48.838869,2.396012
"Space Invader PA_0741, 194 boulevard de la Villette",48.88212,2.370526
"Space Invader PA_0742, 322 rue des PyrÃ©nÃ©es",48.872953,2.390778
"Space Invader PA_0743, 45 rue du Faubourg du Temple",48.869494,2.36897
"Space Invader PA_0744, La Bellevilloise",48.868755,2.392021
"Space Invader PA_0746, 79 rue Charlot",48.86436,2.364217
"Space Invader PA_0747, librairie Mazarine",48.853989,2.338092
"Space Invader PA_0748, Avenue de la Porte de la Villette",48.89966,2.38804
"Space Invader PA_0749, face au conservatoire de Montreuil",48.85901,2.436125
"Space Invader PA_0750, 4 rue du Sergent Bobillot",48.857381,2.434642
"Space Invader PA_0751, 11 rue Girardot",48.860505,2.439718
"Space Invader PA_0752, 14 boulevard Edouard Branly",48.876096,2.440929
"Space Invader PA_0753, 120 rue d'Avron",48.852952,2.407912
"Space Invader PA_0754, 59bis rue Popincourt",48.860385,2.375421
"Space Invader PA_0755, 6 rue de la Victoire",48.875067,2.340506
"Space Invader PA_0756, 4 rue Flechier",48.87662,2.339413
"Space Invader PA_0757, place Marcel Sembat",48.83374,2.24399
"Space Invader PA_0758, 44 quai du Point du Jour",48.830897,2.257281
"Space Invader PA_0761, 1 quai Louis BlÃ©riot",48.851105,2.2784
"Space Invader PA_0762, face au 99 boulevard de Montmorency",48.848516,2.260419
"Space Invader PA_0763, A3/Boulevard Edouard Branly",48.875949,2.441232
"Space Invader PA_0764, 28 rue Serpente",48.852426,2.341462
"Space Invader PA_0765, 17 rue de l'Estrapade",48.844762,2.346528
"Space Invader PA_0766, 97 rue Mouffetard",48.841397,2.349618
"Space Invader PA_0767, 0 rue du Fer Ã  Moulin",48.839616,2.356229
"Space Invader PA_0768, 42 boulevard Diderot",48.846213,2.378005
"Space Invader PA_0769, 65 rue du Temple",48.860716,2.355181
"Space Invader PA_0770, 6 rue de la Tour d'Auvergne",48.878821,2.345214
"Space Invader PA_0771, 132 rue des PyrÃ©nÃ©es",48.858658,2.402883
"Space Invader PA_0774, 119 avenue Parmentier",48.868623,2.371913
"Space Invader PA_0775, 4 place des Victoires",48.865825,2.340667
"Space Invader PA_0776, 14 rue Castellane",48.87263,2.324096
"Space Invader PA_0778, 0779, 0782, 0783, 0784, 0786, 0787, 0788, 0789 & 0790, pÃ©riphÃ©rique le long des immeubles de la rue Maryse BastiÃ©",48.82046,2.37492
"Space Invader PA_0780, 12 rue Madame",48.851286,2.331966
"Space Invader PA_0781, 2 rue des Boulangers",48.846086,2.35432
"Space Invader PA_0795, 8 cour du Commerce Saint-AndrÃ©",48.852734,2.33924
"Space Invader PA_0796, 110 rue Vieille du Temple",48.861041,2.362933
"Space Invader PA_0797, 77 rue de Lille",48.859905,2.324936
"Space Invader PA_0798, 184 boulevard Saint-Germain",48.854443,2.331097
"Space Invader PA_0800, 56bis rue du Louvre",48.86583,2.3435
"Space Invader PA_0801, maison de Serge Gainsbourg",48.85719,2.33175
"Space Invader PA_0802, 27 rue du Four",48.85263,2.33386
"Space Invader PA_0803, entrÃ©e de la Cour du Commerce Saint-AndrÃ©",48.852498,2.339247
"Space Invader PA_0809, 7 rue Lasson",48.843246,2.406068
"Space Invader PA_0810, 1 passage Turquetil",48.850527,2.392899
"Space Invader PA_0811, Est de la fontaine de Montreuil",48.850359,2.383073
"Space Invader PA_0812, 12bis rue de Cotte",48.8493,2.3777
"Space Invader PA_0813, passerelle Richerand",48.87185,2.365215
"Space Invader PA_0814, 10 rue du Ponceau",48.86688,2.35142
"Space Invader PA_0815, 15 rue du Renard",48.858605,2.35195
"Space Invader PA_0816, ancienne gare maritime Sully-Morland",48.85227,2.360164
"Space Invader PA_0817, 1 rue Saint-Blaise",48.860202,2.404223
"Space Invader PA_0818, 68 rue Saint-Sabin",48.859604,2.368528
"Space Invader PA_0819, 2 rue Bailleul",48.860951,2.34241
"Space Invader PA_0820, 10 rue de Bretagne",48.862364,2.363723
"Space Invader PA_0821, Ã©dicule EDF face au 81 boulevard de Charonne",48.854407,2.395969
"Space Invader PA_0822, 2 rue de Lesseps",48.858452,2.400672
"Space Invader PA_0823, 145 avenue Jean JaurÃ¨s",48.8867,2.38499
"Space Invader PA_0825, 186 rue de Paris",48.855796,2.423043
"Space Invader PA_0826, 22 rue Denoyez",48.872319,2.378194
"Space Invader PA_0827, 1 bis rue des Rondonneaux",48.863391,2.399423
"Space Invader PA_0828, 38 rue de Terre Neuve",48.854764,2.399058
"Space Invader PA_0829, 104 rue de Buzenval",48.855099,2.398948
"Space Invader PA_0830, 68 rue des Orteaux",48.856031,2.405892
"Space Invader PA_0831, mÃ©tro Buzenval",48.851954,2.401255
"Space Invader PA_0832, 100 rue de la RÃ©union",48.857551,2.399387
"Space Invader PA_0833, dans l'Abribus",48.857411,2.399298
"Space Invader PA_0834, entrÃ©e du PÃ¨re Lachaise",48.85837,2.39874
"Space Invader PA_0835, 13 rue de Lasseps",48.85916,2.39961
"Space Invader PA_0836, 11 passage ThiÃ©rÃ©",48.853818,2.374087
"Space Invader PA_0837, 53bis rue de la Roquette",48.855904,2.375263
"Space Invader PA_0838, 113 boulevard de Charonne",48.85637,2.39423
"Space Invader PA_0839, 20 rue de la Grande Truanderie",48.862906,2.348743
"Space Invader PA_0841, 4 rue Marie Stuart",48.864981,2.348423
"Space Invader PA_0842 & PA_1040, 32 rue Saint-Roch",48.866503,2.333121
"Space Invader PA_0843, 246 rue de Rivoli",48.866059,2.32519
"Space Invader PA_0844 & PA_0918, 20 rue de Courcelles",48.87421,2.31016
"Space Invader PA_0845, 73 rue La BoÃ©tie",48.872463,2.30986
"Space Invader PA_0846, 4 rue de RÃ©aumur",48.864751,2.359575
"Space Invader PA_0847, mÃ©tro Volontaires",48.841557,2.307994
"Space Invader PA_0848, 1 rue de l'Armorique",48.84012,2.31498
"Space Invader PA_0849, 3 rue du Maine",48.840532,2.323702
"Space Invader PA_0850, 1 rue Poinsot",48.84065,2.32324
"Space invader PA_0851, 14 Bis rue de la Grande ChaumiÃ¨re",48.842183,2.330338
"Space Invader PA_0852, 10 rue Saint-Maur",48.859408,2.38287
"Space Invader PA_0853, 12 rue de la Grange aux Belles",48.873725,2.365062
"Space Invader PA_0854, 1 rue de Tombouctou",48.884381,2.356058
"Space Invader PA_0855, 75 rue Lepic",48.887443,2.335894
"Space Invader PA_0856, rue Saint-Eleuthere",48.88653,2.34136
"Space Invader PA_0857, sud-ouest de la place du Tertre",48.88637,2.340571
"Space Invader PA_0858, 1 rue la BruyÃ¨re",48.878807,2.336978
"Space Invader PA_0859, 1 rue de la Lune",48.869763,2.351582
"Space Invader PA_0860, 1 rue de l'Oratoire",48.86133,2.339842
"Space Invader PA_0861, 30 passage Saint-Sebastien",48.861853,2.37005
"Space Invader PA_0862, 127 rue du Faubourg Saint-HonorÃ©",48.873264,2.309465
"Space Invader PA_0863, statue derriÃ¨re le stade Charlety",48.816734,2.347442
"Space Invader PA_0864, 32 place Saint-Georges",48.878599,2.337431
"Space Invader PA_0865, 53 rue Blanche",48.881236,2.331532
"Space Invader PA_0866, 0 rue Paul Escudier",48.880597,2.331499
"Space Invader PA_0867, 30 boulevard de Courcelles",48.880949,2.312029
"Space Invader PA_0868, 1 boulevard Malsherbes",48.86979,2.32322
"Space Invader PA_0869, quai de Valmy",48.871945,2.364654
"Space Invader PA_0870, au dessus de chez Prune",48.8717,2.364576
"Space Invader PA_0871, 29 rue de Terre Neuve",48.854906,2.399089
"Space Invader PA_0872 & 1148, Le Point (pas si) EphÃ©mÃ¨re",48.881777,2.368809
"Space Invader PA_0873, rue du Chat qui PÃ¨che",48.85318,2.346164
"Space Invader PA_0874, 18 rue de la Huchette",48.85304,2.34564
"Space Invader PA_0875, 2 rue des Peupliers",48.825452,2.353816
"Space Invader PA_0877, 146 rue de Paris",48.856137,2.424849
"Space Invader PA_0878, 17 rue Payenne",48.858694,2.362751
"Space Invader PA_0879, 22 rue Saint-Sabin",48.856036,2.371354
"Space Invader PA_0880, 4 rue de Beaune",48.858934,2.329937
"Space Invader PA_0881, 20 rue du Bac",48.85819,2.32827
"Space Invader PA_0882, 29 boulevard Jules Ferry",48.868625,2.366984
"Space Invader PA_0883, 3 rue Curial",48.889524,2.371311
"Space Invader PA_0884, 205 rue La Fayette",48.88157,2.365937
"Space Invader PA_0885, 36 rue Brey",48.877328,2.29472
"Space Invader PA_0886, 43 rue Saint-Bernard",48.853537,2.380393
"Space Invader PA_0887, sur le bastion de Bercy",48.828006,2.389592
"Space Invader PA_0888, 21 rue de la Roquette",48.854688,2.372167
"Space Invader PA_0889, 34 rue Mathis",48.89116,2.373707
"Space Invader PA_0890, 175bis rue Championnet",48.894525,2.334337
"Space Invader PA_0891, 59 rue Legendre",48.886024,2.317294
"Space Invader PA_0892, 7 avenue Myron Herrick",48.873719,2.309874
"Space Invader PA_0893, 6 rue des Pyramides",48.864492,2.332738
"Space Invader PA_0894, 11 rue Saint-Augustin",48.868841,2.337102
"Space Invader PA_0895, place Auguste Baron",48.900435,2.387233
"Space Invader PA_0896, 23 avenue du Docteur Lannelongue",48.81901,2.3294
"Space Invader PA_0897, 1 boulevard Gabriel PÃ©ri",48.819408,2.295427
"Space Invader PA_0900, place Pigalle",48.882134,2.337751
"Space Invader PA_0901, 1 rue LÃ©on Delhomme",48.838477,2.300103
"Space Invader PA_0902, 17 rue de Cambronne",48.846342,2.301983
"Space Invader PA_0903, 15 rue Cardinet",48.881567,2.301958
"Space Invader PA_0904, 23 rue d'Aligre",48.849948,2.37878
"Space Invader PA_0906, 9 rue de la Goutte d'Or",48.885039,2.354615
"Space Invader PA_0908, 10 citÃ© Beauharnais",48.853621,2.38963
"Space Invader PA_0910, 72 avenue Jean JaurÃ¨s",48.903461,2.391909
"Space Invader PA_0911, 7Z place Auguste Baron",48.90018,2.38639
"Space Invader PA_0912, pont de Soissons",48.915428,2.357463
"Space Invader PA_0913, 42 avenue Michelet",48.910287,2.34409
"Space Invader PA_0914, 103,5 rue Baudin",48.900339,2.292583
"Space Invader PA_0915, 69 rue Anatole France",48.891474,2.285538
"Space Invader PA_0916, 14 rue Bayen",48.87954,2.294866
"Space Invader PA_0917, 2 rue de Fourcroy",48.87987,2.295
"Space Invader PA_0919, 12 rue FranÃ§aise",48.864308,2.347732
"Space Invader PA_0920, 41 boulevard Edouard Branly",48.875313,2.440717
"Space Invader PA_0921, pont de Bercy/quai de Bercy",48.838591,2.375702
"Space Invader PA_0922, pont de Bercy/quai d'Austerlitz",48.837552,2.374027
"Space Invader PA_0923, face au 36 rue Coriolis",48.836981,2.390012
"Space Invader PA_0924, 56 quai de la RapÃ©e",48.842509,2.37178
"Space Invader PA_0925, 17 boulevard Morland",48.850165,2.362963
"Space Invader PA_0926, 149 rue Saint-Martin",48.861722,2.3516
"Space Invader PA_0929, 1 rue du GÃ©nÃ©ral Leclerc",48.815316,2.360387
"Space Invader PA_0930, 8 rue de TrÃ©vise",48.873136,2.345165
"Space Invader PA_0931, 2 rue Ambroise Thomas",48.874087,2.347349
"Space Invader PA_0932, ThÃ©Ã¢tre de la Renaissance",48.869025,2.356239
"Space Invader PA_0933, 11ter rue d'AlÃ©sia",48.827162,2.336602
"Space Invader PA_0934, 76 rue de VouillÃ©",48.833181,2.310077
